gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts
RPRC008218,1,9,2,2
RPRC013940,2,1,0,0
RPRC012753,9,15,0,0
RPRC000647,8,12,1,0
RPRC003161,3,5,0,1
RPRC003153,2602,2209,931,664
RPRC003154,3253,2393,1800,1109
RPRC003160,2,2,1,2
RPRC003159,0,0,0,0
RPRC017505,3,8,5,1
RPRC003158,0,0,0,0
RPRC016058,0,0,0,0
RPRC002165,8,18,26,25
RPRC016353,1,0,0,0
RPRC011902,0,0,0,0
RPRC010672,2,0,0,0
RPRC017395,2,2,2,1
RPRC017394,2,1,1,0
RPRC010670,0,0,0,0
RPRC010652,1153,882,554,390
RPRC010187,2801,1877,1363,943
RPRC010643,594,486,160,100
RPRC010195,2991,1958,1923,1230
RPRC010186,4449,3184,2509,1578
RPRC010197,1331,1000,42,59
RPRC001155,127,84,398,160
RPRC010199,3746,2809,1834,1192
RPRC010613,45,29,7,7
RPRC010220,2159,1436,1702,1214
RPRC010245,859,694,284,154
RPRC010246,1390,803,605,479
RPRC010185,11101,8861,778,716
RPRC010247,5867,4357,2225,1713
RPRC010184,3903,2606,1784,1205
RPRC010287,1390,991,1705,1081
RPRC010312,875,538,659,462
RPRC010139,4520,2550,537,452
RPRC000466,431,282,148,106
RPRC010598,1432,917,915,588
RPRC010138,1115,996,184,137
RPRC010097,735,566,325,217
RPRC010533,1068,757,499,222
RPRC010070,1115,790,491,296
RPRC010529,29,39,21,17
RPRC010527,23,25,13,14
RPRC010348,296,141,211,123
RPRC010050,4145,2188,519,458
RPRC010488,157,75,119,66
RPRC010485,100,72,27,12
RPRC010483,1677,1522,822,587
RPRC010457,17,23,2,0
RPRC010049,83,201,35,16
RPRC010426,6,5,0,0
RPRC010048,1644,1367,837,537
RPRC012688,0,0,0,0
RPRC008906,14,9,18,9
RPRC003644,959,987,6,5
RPRC003645,143,118,2,13
RPRC003646,1314,31,665,806
RPRC003647,17,13,2,3
RPRC003664,0,0,0,0
RPRC001039,0,3,0,0
RPRC003663,0,0,0,0
RPRC003662,1,1,0,0
RPRC001040,13,16,13,3
RPRC003661,1283,859,652,463
RPRC003630,1821,1384,496,457
RPRC003648,40,19,8,8
RPRC003649,47,29,14,8
RPRC003660,7253,4474,2054,1681
RPRC003622,1746,1086,759,575
RPRC003621,14236,10917,7180,4687
RPRC001041,6568,4020,1389,1132
RPRC003659,2162,1536,1924,1356
RPRC003652,132,97,66,61
RPRC003611,74,46,41,35
RPRC001042,326,192,120,70
RPRC003651,1,0,0,0
RPRC003650,75,44,17,12
RPRC012756,0,0,0,0
RPRC000630,0,0,0,0
RPRC005210,833,384,664,395
RPRC000243,53,52,81,36
RPRC005092,10,8,0,2
RPRC005093,2683,1569,1102,678
RPRC005181,651,445,324,220
RPRC005165,1001,689,459,323
RPRC005164,1060,989,119,161
RPRC005112,451,319,259,189
RPRC000382,416,400,217,240
RPRC000287,450,436,236,246
RPRC005123,4389,2957,1320,1172
RPRC005091,1890,1263,537,425
RPRC005158,2031,1514,655,449
RPRC005090,646,507,298,194
RPRC005088,2775,2021,813,590
RPRC005159,962,652,311,225
RPRC005087,2171,1358,645,460
RPRC005086,3717,2025,833,649
RPRC005163,2,3,0,0
RPRC005083,195,31,157,32
RPRC001948,1262,568,1283,616
RPRC005082,1098,841,421,284
RPRC005160,470,320,169,123
RPRC005161,750,479,208,167
RPRC005162,2,1,0,0
RPRC002851,1619,1336,1567,973
RPRC000391,355,250,6,5
RPRC000269,1747,1508,89,65
RPRC002909,261,1345,86,69
RPRC002860,1388,1027,569,404
RPRC002850,1872,1401,667,535
RPRC002861,1375,1298,700,567
RPRC002862,3696,2486,1985,1390
RPRC001949,569,436,255,154
RPRC002867,99,78,53,26
RPRC002868,478,318,396,258
RPRC001950,934,604,275,195
RPRC002870,3195,2572,1376,764
RPRC002895,4379,2661,1906,1464
RPRC002849,1594,1100,599,450
RPRC002847,694,433,379,226
RPRC004727,1,0,0,0
RPRC008165,0,0,0,0
RPRC003129,1,0,0,0
RPRC003275,2708,1845,1289,865
RPRC004240,0,0,0,0
RPRC014121,2,1,0,0
RPRC014120,66,31,71,58
RPRC004520,122,108,29,44
RPRC004604,2,0,0,0
RPRC004552,679,514,385,210
RPRC004539,22,16,3,7
RPRC005050,1,0,0,1
RPRC003974,0,0,0,0
RPRC013596,1286,853,265,242
RPRC000776,673,359,133,124
RPRC013595,647,392,208,191
RPRC004398,169,76,59,84
RPRC004237,0,0,0,0
RPRC002169,10,16,4,4
RPRC017107,0,0,1,0
RPRC014539,3,5,2,1
RPRC017464,0,0,0,0
RPRC014537,0,1,0,0
RPRC006975,1,1,0,0
RPRC003181,9,3,1,0
RPRC003183,1949,1522,663,443
RPRC003172,50,43,13,23
RPRC003173,689,490,236,163
RPRC003218,1115,825,233,194
RPRC000747,2819,1607,1300,1006
RPRC009813,589,437,267,191
RPRC009814,926,583,646,430
RPRC007159,1745,1320,727,535
RPRC007157,883,704,172,144
RPRC007207,0,0,0,0
RPRC012644,2,0,0,0
RPRC012646,1,5,0,0
RPRC004053,0,0,0,0
RPRC004051,0,0,0,1
RPRC012307,145,72,13,15
RPRC016474,0,0,0,0
RPRC009053,835,656,537,282
RPRC009050,100,76,27,7
RPRC009021,4,3,6,1
RPRC009020,283,206,102,55
RPRC015000,18,9,2,5
RPRC000691,0,0,0,0
RPRC014091,53,51,14,14
RPRC003438,285,224,50,60
RPRC003437,584,455,137,126
RPRC003436,1178,1226,81,152
RPRC003435,1921,1974,234,277
RPRC009172,2433,1723,947,720
RPRC009174,1199,773,316,231
RPRC009022,2042,1528,2525,1999
RPRC009024,46,26,29,17
RPRC009030,2443,1634,4141,3599
RPRC009036,143,86,115,110
RPRC009040,1439,791,642,448
RPRC009014,1553,1228,898,673
RPRC009045,21,8,23,8
RPRC016906,0,0,0,0
RPRC009863,221,163,108,51
RPRC009609,50,21,4,3
RPRC009612,188,122,66,53
RPRC009628,1830,1192,647,491
RPRC009608,1453,905,621,372
RPRC009632,8168,4816,5491,3710
RPRC009842,1352,913,499,303
RPRC009795,997,594,819,561
RPRC009783,1249,860,626,465
RPRC009787,16,10,4,16
RPRC009785,138,81,94,78
RPRC009784,83,45,83,60
RPRC006508,114,51,27,6
RPRC011453,0,0,1,0
RPRC009685,6,0,0,1
RPRC000774,0,0,0,0
RPRC008917,1,3,0,1
RPRC004298,487,397,63,83
RPRC004299,1,4,0,1
RPRC012528,2,0,0,0
RPRC012523,29,26,7,7
RPRC004316,2,1,0,0
RPRC006245,12,17,10,5
RPRC013985,833,547,472,327
RPRC013984,544,416,339,278
RPRC013983,1166,954,880,634
RPRC007913,21,3,23,13
RPRC007923,174,68,37,18
RPRC007926,15,8,0,4
RPRC000738,5824,4163,4234,2997
RPRC012565,928,692,621,397
RPRC012586,63,53,66,20
RPRC012564,220,133,77,51
RPRC012579,3168,2430,670,454
RPRC012584,716,523,104,58
RPRC006862,0,0,0,0
RPRC004457,0,0,0,0
RPRC003232,0,0,0,0
RPRC003231,0,0,0,0
RPRC005583,0,0,0,0
RPRC007022,4,4,0,0
RPRC006892,1973,1314,855,750
RPRC007019,139,135,52,45
RPRC007001,1073,733,603,425
RPRC000379,2,7,0,1
RPRC006891,61,50,10,5
RPRC006998,6505,4159,2488,1719
RPRC006890,332,244,38,35
RPRC006895,4358,2512,688,644
RPRC006889,243,267,126,117
RPRC006994,5258,4207,1807,1349
RPRC006888,3160,2211,1098,777
RPRC006993,129,130,8,12
RPRC006899,37459,25345,4381,4134
RPRC006945,5120,3689,3636,2205
RPRC006902,3210,2155,879,625
RPRC006924,1407,874,710,555
RPRC006922,121,112,29,28
RPRC007185,478,435,85,58
RPRC000597,101,130,10,8
RPRC000254,0,0,0,0
RPRC007177,0,0,0,0
RPRC007174,1,1,0,0
RPRC007170,1833,1231,1250,827
RPRC007168,0,0,0,0
RPRC001084,1081,872,703,550
RPRC001085,10,9,2,1
RPRC001086,2228,1531,820,618
RPRC007155,7668,6041,4120,2780
RPRC007167,51,20,50,39
RPRC007164,164,121,230,176
RPRC007152,1365,731,412,351
RPRC001087,1404,863,367,319
RPRC007149,14542,8648,5734,4044
RPRC007091,552,339,611,362
RPRC007162,342,252,255,123
RPRC001088,0,0,0,0
RPRC007160,189,85,2,36
RPRC013945,0,0,0,0
RPRC012209,0,1,0,0
RPRC000604,4863,2827,5437,3533
RPRC001334,1777,1012,1281,709
RPRC000529,200,88,179,90
RPRC012218,437,285,260,143
RPRC001335,3,0,0,0
RPRC001336,195,121,238,169
RPRC012217,36,40,17,17
RPRC012193,3695,2589,1472,1057
RPRC012151,2256,1785,296,245
RPRC008331,5149,3476,1648,1221
RPRC000469,1,1,1,1
RPRC001337,3314,2017,1204,913
RPRC012216,459,311,107,105
RPRC012150,1758,1531,448,335
RPRC012148,2403,1796,562,438
RPRC012145,22,16,3,7
RPRC012212,4542,2086,1014,964
RPRC001338,2187,1403,764,584
RPRC008037,752,542,371,282
RPRC008034,713,439,254,179
RPRC007812,5414,3961,2142,1436
RPRC007811,9846,7103,1810,1513
RPRC007809,721,540,124,92
RPRC007808,1796,1296,588,489
RPRC008004,11,15,2,7
RPRC007823,26,11,5,5
RPRC007835,1864,1177,394,301
RPRC001339,1833,1227,787,536
RPRC007868,869,535,403,277
RPRC007871,1879,1182,955,692
RPRC007981,661,344,1228,809
RPRC001340,1277,984,515,370
RPRC007977,365,394,76,370
RPRC007958,492,299,529,300
RPRC007914,1985,1457,541,425
RPRC007807,824,360,362,158
RPRC007806,1080,569,454,273
RPRC007805,1158,763,491,390
RPRC007804,1973,1202,438,329
RPRC007941,542,348,234,147
RPRC007803,55,28,7,7
RPRC007940,4,0,1,2
RPRC007938,3,3,1,1
RPRC011971,0,1,0,0
RPRC011967,2812,1725,1258,844
RPRC012868,26,5,5,3
RPRC012867,6,4,1,0
RPRC012862,876,620,292,208
RPRC012859,661,422,266,178
RPRC012932,576,363,182,141
RPRC012931,15,14,1,1
RPRC012930,986,724,791,565
RPRC012928,0,0,0,0
RPRC017492,0,0,0,0
RPRC015977,3,6,2,0
RPRC012927,0,2,0,0
RPRC012926,0,1,0,1
RPRC000842,260,225,180,134
RPRC009228,1763,1244,484,350
RPRC009227,1426,992,551,411
RPRC003289,12,17,0,0
RPRC012485,0,0,0,0
RPRC000639,0,0,0,0
RPRC012484,0,0,0,0
RPRC009382,0,0,0,0
RPRC016333,0,0,0,0
RPRC015632,0,0,0,0
RPRC016534,0,0,0,0
RPRC010877,39,18,23,16
RPRC012842,25,19,15,14
RPRC010603,7,3,0,0
RPRC012825,273,188,235,156
RPRC012820,23,27,2,1
RPRC012824,3,0,1,0
RPRC012813,3445,2347,1437,970
RPRC012822,9,15,3,0
RPRC012821,2097,1412,1579,1015
RPRC012811,1521,1045,533,362
RPRC012808,0,0,0,0
RPRC008294,0,0,0,0
RPRC011289,3,0,1,0
RPRC004454,1,1,0,0
RPRC000554,92,77,72,54
RPRC007912,2112,1493,2511,1606
RPRC007830,1468,1126,491,344
RPRC007829,738,578,300,159
RPRC007827,1734,1237,748,560
RPRC007826,2759,1840,943,689
RPRC007825,20867,13103,2734,2733
RPRC007832,6672,5182,2672,1753
RPRC007824,1767,1201,764,465
RPRC007886,352,256,146,91
RPRC007822,4015,3016,1565,1209
RPRC007888,759,568,229,174
RPRC001095,1,0,0,0
RPRC007818,8722,6641,2424,1964
RPRC001096,22,15,2,0
RPRC007817,50,43,17,11
RPRC007814,47,29,6,8
RPRC001097,4966,3213,2868,2099
RPRC001098,1957,1066,1452,1057
RPRC001099,680,359,638,443
RPRC007911,2066,1497,1628,1107
RPRC007813,3908,2667,2290,1625
RPRC007810,854,630,482,281
RPRC007910,2219,1804,348,291
RPRC007907,4182,2841,863,779
RPRC001100,1696,1343,1281,923
RPRC007906,1110,909,198,207
RPRC007894,3826,2717,1463,955
RPRC002087,2436,1530,689,517
RPRC007904,356,274,205,131
RPRC017456,0,0,0,0
RPRC001101,14311,9072,5256,4121
RPRC007890,1463,1073,415,319
RPRC006179,0,0,0,0
RPRC007343,0,0,0,0
RPRC014780,0,0,0,0
RPRC014779,0,0,0,0
RPRC002102,0,0,0,0
RPRC014222,0,0,0,0
RPRC006404,5,4,1,0
RPRC006401,1,1,0,0
RPRC004951,484,305,260,232
RPRC005349,0,0,0,1
RPRC001507,0,2,0,0
RPRC004968,751,581,132,106
RPRC005015,4011,2874,1497,1168
RPRC005185,454,288,359,222
RPRC005179,869,626,601,368
RPRC005178,547,399,243,185
RPRC005176,2654,1851,903,719
RPRC004949,267,332,140,141
RPRC005175,38,11,21,19
RPRC005099,1537,1173,1412,1070
RPRC005044,319,187,251,191
RPRC005045,362,225,261,202
RPRC005047,293,190,201,131
RPRC005096,584,441,395,205
RPRC005073,1562,1205,917,764
RPRC005051,1237,810,604,350
RPRC004943,0,2,0,0
RPRC004947,13703,10287,3991,2913
RPRC017400,1,2,0,0
RPRC004136,53,28,26,14
RPRC010875,4705,3167,1439,1130
RPRC010872,2338,1673,1050,710
RPRC010874,146,123,524,321
RPRC002584,0,2,0,0
RPRC002583,0,0,0,0
RPRC002585,2,2,0,0
RPRC000299,0,0,0,0
RPRC000438,0,0,0,0
RPRC000418,1,0,0,0
RPRC003991,12,8,1,5
RPRC016309,0,0,0,0
RPRC001773,723,350,265,230
RPRC010788,4,2,1,3
RPRC001774,1916,1453,1446,890
RPRC010807,109,92,30,12
RPRC001775,609,455,287,164
RPRC001776,2,1,0,1
RPRC010786,4,2,0,0
RPRC010804,0,0,0,1
RPRC010802,0,0,0,0
RPRC010793,177,145,14,27
RPRC010790,450,316,393,263
RPRC001777,158,113,238,145
RPRC011439,11,6,0,0
RPRC011429,145,60,17,11
RPRC001779,2270,1834,879,721
RPRC011351,0,4,1,5
RPRC011356,588,380,317,208
RPRC000477,1292,1137,406,280
RPRC011379,340,213,224,163
RPRC011427,234,143,122,105
RPRC011383,1214,720,514,419
RPRC011345,10267,5394,1764,1422
RPRC011387,2180,1865,954,669
RPRC011425,826,579,289,294
RPRC001780,0,0,0,0
RPRC006810,0,0,0,0
RPRC006812,0,0,0,0
RPRC001781,723,603,427,331
RPRC001782,1001,753,423,351
RPRC001783,8,25,0,0
RPRC006811,15,10,3,1
RPRC007267,0,0,0,0
RPRC007249,3875,2819,1871,1250
RPRC007247,954,630,200,171
RPRC007265,1394,904,523,373
RPRC007264,2911,2136,724,586
RPRC007263,789,461,390,282
RPRC007245,722,427,332,212
RPRC007254,350,267,643,363
RPRC007251,7,8,6,7
RPRC000743,0,0,0,0
RPRC000744,0,0,0,0
RPRC006493,0,0,0,0
RPRC006167,0,0,0,0
RPRC003319,4623,2870,3241,1972
RPRC000897,752,496,422,276
RPRC003318,738,489,286,166
RPRC003328,256,212,84,46
RPRC000898,366,140,160,50
RPRC011966,66,21,27,6
RPRC000535,0,0,0,0
RPRC003855,275,181,62,44
RPRC003854,4,1,0,0
RPRC003779,837,737,101,109
RPRC003853,1256,748,780,506
RPRC000345,51,33,12,17
RPRC003849,307,246,54,42
RPRC003777,2485,1967,1035,647
RPRC003784,3226,1947,2330,1472
RPRC003848,161,92,134,94
RPRC003794,3,3,0,0
RPRC003795,27,23,1,5
RPRC003775,9801,6356,4182,2665
RPRC003847,307,263,293,146
RPRC000265,19,11,10,25
RPRC003772,865,535,586,439
RPRC000297,803,540,321,241
RPRC001824,1,2,2,1
RPRC003796,6139,4058,2455,1864
RPRC003769,2838,1966,912,635
RPRC003768,28185,16919,3043,3290
RPRC003767,13,52,8,14
RPRC003846,1,4,0,1
RPRC003727,1843,1003,1762,1201
RPRC003845,0,1,0,1
RPRC003820,25,29,15,10
RPRC003726,1163,894,703,513
RPRC003822,1379,1082,717,467
RPRC000050,4,0,0,1
RPRC003724,7570,5396,3536,2569
RPRC003844,818,574,291,205
RPRC003843,113,85,25,26
RPRC003827,4543,3150,2710,1603
RPRC003828,1344,941,144,145
RPRC003842,184,184,68,65
RPRC003722,1510,1177,674,538
RPRC003721,4769,3482,730,596
RPRC003830,3096,2306,1237,875
RPRC003831,1456,946,608,399
RPRC001825,2328,1637,1119,811
RPRC003720,5618,4498,2102,1621
RPRC003708,4188,3085,1822,1288
RPRC003841,1825,1296,523,386
RPRC003839,846,704,433,358
RPRC003838,118,106,21,18
RPRC005303,7026,4518,4129,2784
RPRC005205,3643,2457,4123,2496
RPRC005211,587,311,382,257
RPRC005218,4632,3702,3002,1738
RPRC005302,0,1,0,0
RPRC005301,2344,1286,1670,1047
RPRC005202,1651,1194,524,346
RPRC005199,968,793,255,215
RPRC005282,131,13,750,543
RPRC001826,15,13,0,0
RPRC005195,152,62,191,95
RPRC005192,341,229,38,21
RPRC005189,2986,2134,556,395
RPRC005230,6,1,1,0
RPRC005187,1113,830,404,319
RPRC005231,2515,1564,707,552
RPRC005249,218,188,235,66
RPRC000129,2,3,1,4
RPRC008664,1831,1389,872,759
RPRC008662,1367,1335,1250,1170
RPRC001827,506,455,339,320
RPRC008705,1,0,0,1
RPRC008666,5425,2952,2482,2120
RPRC008661,7,0,1,0
RPRC017352,2,0,0,0
RPRC000314,78,68,31,19
RPRC017353,19,29,6,4
RPRC017354,1,2,0,0
RPRC017355,10,3,0,0
RPRC017356,17,8,0,0
RPRC002124,1,1,0,0
RPRC000047,6,1,0,0
RPRC000105,7,2,0,0
RPRC017512,0,0,0,0
RPRC008699,1164,813,1306,1040
RPRC008660,952,664,1370,1074
RPRC008696,21,18,40,34
RPRC008695,256,203,488,273
RPRC010721,0,0,0,0
RPRC010688,738,507,446,316
RPRC010684,16,15,2,1
RPRC010681,2506,1817,1497,1080
RPRC010422,1533,1191,448,367
RPRC010447,613,359,308,155
RPRC010673,2283,1389,1424,876
RPRC010468,3201,2020,1880,1319
RPRC010668,1722,1175,1235,854
RPRC010472,2,2,1,0
RPRC001828,0,0,0,0
RPRC010421,859,627,671,472
RPRC010482,2024,1277,893,508
RPRC010491,2342,1749,997,648
RPRC010417,2282,1715,881,691
RPRC010412,2936,1887,1052,855
RPRC010408,6544,4526,1493,1122
RPRC010520,579,383,154,159
RPRC010525,6080,3368,3282,2678
RPRC010579,959,580,666,517
RPRC010660,3762,2560,1203,780
RPRC010619,14,10,2,1
RPRC010404,1766,1251,669,482
RPRC010617,16,5,6,3
RPRC010402,296,162,184,126
RPRC001829,992,576,851,476
RPRC010392,179,179,17,23
RPRC010582,930,683,304,208
RPRC014942,19,6,3,3
RPRC000156,0,1,1,3
RPRC014853,1555,942,728,451
RPRC014849,152,106,52,29
RPRC014847,547,350,411,306
RPRC001830,955,734,76,68
RPRC014941,1410,1006,533,305
RPRC014845,13971,8270,1754,1921
RPRC014855,2807,2124,1088,852
RPRC014857,718,496,341,272
RPRC014858,1841,1411,1042,794
RPRC014859,2012,1569,911,723
RPRC014860,1211,948,396,333
RPRC014939,69,61,14,13
RPRC014806,2750,1667,875,576
RPRC016368,0,0,0,0
RPRC014880,939,851,711,477
RPRC014896,3559,2613,1547,1155
RPRC014798,6178,3950,1610,1372
RPRC014929,625,472,307,235
RPRC014928,416,357,111,96
RPRC014797,571,452,146,136
RPRC000296,52,35,5,4
RPRC014924,969,626,212,141
RPRC014925,23,21,1,0
RPRC014926,766,589,517,328
RPRC014927,4,6,0,0
RPRC008634,0,0,0,0
RPRC006291,268,209,166,138
RPRC003136,1,0,2,0
RPRC012818,5,0,3,1
RPRC010818,21,16,0,0
RPRC004469,266,58,372,211
RPRC002275,509,143,622,383
RPRC002587,1399,915,1099,611
RPRC002586,757,626,241,163
RPRC002582,1054,816,522,347
RPRC010380,21,18,2,0
RPRC002322,32,25,4,5
RPRC002314,20,15,10,2
RPRC001193,14,2,10,10
RPRC002313,225,101,81,56
RPRC002315,5053,4036,987,829
RPRC002318,766,536,362,235
RPRC002319,0,0,0,0
RPRC006174,0,0,0,0
RPRC009756,0,0,0,0
RPRC017379,0,0,0,0
RPRC012609,0,0,0,0
RPRC000241,0,1,0,1
RPRC016506,0,1,0,0
RPRC017649,0,0,0,0
RPRC010846,1313,904,618,433
RPRC010845,1352,927,457,337
RPRC010764,678,477,399,269
RPRC010844,0,1,0,0
RPRC010843,306,215,349,225
RPRC010841,599,436,772,554
RPRC010765,449,344,130,89
RPRC010840,113,77,16,17
RPRC010836,1439,1169,195,247
RPRC010827,176,134,237,123
RPRC010823,1303,1013,550,399
RPRC010768,441,293,672,565
RPRC011335,494,361,416,335
RPRC011369,88,100,12,21
RPRC011484,2460,1807,862,635
RPRC011413,447,296,112,81
RPRC015527,0,0,0,0
RPRC016971,0,0,0,0
RPRC001179,32,23,31,4
RPRC011408,56,19,20,4
RPRC011334,450,473,6,10
RPRC011406,210,268,5,2
RPRC011404,88,110,3,2
RPRC011403,0,1,0,0
RPRC011400,9,11,1,3
RPRC001180,0,0,2,0
RPRC016022,0,0,0,0
RPRC011397,572,411,281,200
RPRC011333,1368,928,1090,698
RPRC011395,554,388,405,253
RPRC011371,3,15,0,1
RPRC011332,669,438,713,473
RPRC011393,25,10,7,4
RPRC011391,4,2,2,0
RPRC011385,116,39,42,27
RPRC011384,41,16,17,22
RPRC011372,826,446,365,283
RPRC011328,1981,1168,996,694
RPRC011376,3671,2219,551,417
RPRC011381,2919,2223,942,623
RPRC011326,167,104,18,60
RPRC001181,4295,3053,873,695
RPRC013432,87,61,50,34
RPRC006564,1,0,0,0
RPRC012764,44,25,27,52
RPRC012810,0,0,0,0
RPRC000517,0,0,0,0
RPRC001314,3,11,6,6
RPRC009525,0,0,0,0
RPRC009523,0,0,0,0
RPRC001315,8,3,4,8
RPRC001316,2,0,2,5
RPRC011527,20,2,2,4
RPRC011460,6146,4591,1536,1065
RPRC011458,3134,1990,427,390
RPRC016852,0,1,1,0
RPRC011525,0,0,0,0
RPRC001317,80,37,112,63
RPRC011524,21,6,5,8
RPRC001318,2008,862,2055,1241
RPRC017216,13,9,1,5
RPRC011523,597,324,466,247
RPRC011456,21998,13169,3287,3286
RPRC011520,1135,771,467,367
RPRC011461,612,476,359,323
RPRC001319,731,582,624,345
RPRC001320,460,377,255,176
RPRC011499,1641,920,749,484
RPRC011392,0,0,0,0
RPRC014028,332,248,189,171
RPRC013980,4,10,1,0
RPRC002202,0,0,0,0
RPRC000634,0,0,0,0
RPRC004383,0,0,0,0
RPRC004381,0,0,0,0
RPRC008881,0,0,0,0
RPRC006412,0,0,0,0
RPRC006411,0,0,0,0
RPRC009039,10163,6514,3189,2252
RPRC004331,5515,4362,2831,1887
RPRC017239,2,0,0,0
RPRC017298,0,0,0,0
RPRC017211,0,0,0,0
RPRC017297,0,0,0,0
RPRC017326,0,0,0,0
RPRC017276,0,0,0,0
RPRC004342,3,1,0,0
RPRC004330,1,0,0,0
RPRC010954,0,1,0,0
RPRC010956,0,0,0,0
RPRC009386,586,378,383,203
RPRC009384,7093,4848,2136,1505
RPRC009388,125,76,85,61
RPRC007995,0,0,0,0
RPRC006807,0,0,0,0
RPRC000650,1546,1138,680,453
RPRC002617,625,459,224,168
RPRC002619,375,332,82,77
RPRC002616,361,282,76,142
RPRC002618,0,1,0,0
RPRC015831,1,0,0,0
RPRC011591,24,2,0,0
RPRC011485,1,0,0,0
RPRC011483,560,308,398,219
RPRC011490,5706,3982,2766,1960
RPRC011476,1965,1471,395,298
RPRC011488,1072,601,432,346
RPRC003166,0,0,0,0
RPRC012160,1,0,0,0
RPRC003216,8,5,9,5
RPRC004404,0,0,0,0
RPRC010825,4,3,6,2
RPRC015742,1,0,2,1
RPRC010824,130,67,593,376
RPRC011076,7296,5455,1215,837
RPRC011075,16034,11640,1641,1213
RPRC011080,230,165,260,139
RPRC000676,6413,4841,924,769
RPRC011079,92,94,27,17
RPRC002061,0,2,0,0
RPRC014219,0,0,0,0
RPRC017172,44,15,18,17
RPRC007127,1313,805,413,262
RPRC007126,2942,1846,1089,845
RPRC005456,263,215,182,140
RPRC005129,1,0,0,0
RPRC005128,1,0,0,0
RPRC007669,13,6,5,2
RPRC009739,1,0,0,0
RPRC005513,0,0,1,0
RPRC006381,77,32,18,14
RPRC009234,341,196,166,142
RPRC009230,3204,2084,895,705
RPRC009232,10174,7915,4255,3189
RPRC009231,2,1,0,0
RPRC002148,16,9,14,28
RPRC002147,30,24,15,43
RPRC014734,2797,2269,1445,1132
RPRC001150,123,112,22,40
RPRC014631,3204,2521,664,538
RPRC014630,619,520,250,213
RPRC014730,0,0,0,0
RPRC001151,608,442,278,212
RPRC014633,726,501,469,336
RPRC014717,811,460,795,605
RPRC014690,85,31,19,6
RPRC014639,646,411,367,207
RPRC014673,1345,925,928,681
RPRC001152,343,212,38,39
RPRC014672,347,217,247,179
RPRC014649,17784,12072,4291,3552
RPRC014648,3377,2449,1236,862
RPRC014647,0,1,0,0
RPRC014629,724,551,162,137
RPRC014626,2236,1605,624,470
RPRC014615,1550,922,512,346
RPRC014646,1018,711,477,298
RPRC000727,0,0,0,0
RPRC011893,5,1,0,0
RPRC006178,3,3,1,0
RPRC004738,12,4,1,1
RPRC004763,1951,1497,868,664
RPRC004739,219,181,57,200
RPRC004740,152,148,36,168
RPRC004741,2563,3451,1980,2192
RPRC015510,0,0,0,0
RPRC013869,1412,1104,1091,764
RPRC013871,5508,4128,4392,2508
RPRC013806,3,2,0,0
RPRC013222,0,1,0,0
RPRC013219,1,7,0,0
RPRC017327,0,0,1,0
RPRC017217,0,1,0,0
RPRC013212,17,8,1,1
RPRC013054,725,596,257,181
RPRC013209,10,7,9,7
RPRC013173,29,23,18,8
RPRC013179,33,1,0,0
RPRC013177,0,0,0,0
RPRC015459,962,612,470,270
RPRC015460,11,19,6,1
RPRC002084,3796,3154,1219,814
RPRC015461,1084,783,259,221
RPRC015462,331,295,157,96
RPRC009454,1677,1259,465,315
RPRC009360,1747,1204,677,631
RPRC009453,5006,3340,1405,1101
RPRC000271,9,9,2,3
RPRC009363,2,0,0,0
RPRC009450,787,495,292,238
RPRC009365,2219,1642,1117,729
RPRC009448,4,2,0,0
RPRC009380,489,348,516,343
RPRC009358,1763,1260,361,277
RPRC004256,5,4,3,1
RPRC000648,18,15,18,8
RPRC014335,21,4,0,0
RPRC002333,5,1,2,0
RPRC006777,0,0,0,0
RPRC012558,21,16,11,26
RPRC006365,34,25,14,7
RPRC014519,0,0,0,0
RPRC014188,747,681,1232,764
RPRC016416,0,0,0,0
RPRC011877,5,5,0,2
RPRC012739,0,5,0,0
RPRC009136,0,0,0,0
RPRC006632,4,1,0,0
RPRC006751,0,0,0,0
RPRC006732,16,20,14,5
RPRC017336,0,0,0,0
RPRC006731,1339,1088,382,307
RPRC001585,488,321,170,126
RPRC001586,280,170,61,67
RPRC006713,6,3,0,1
RPRC006631,2595,2357,511,400
RPRC006727,7924,5897,981,871
RPRC006723,8,5,2,0
RPRC000550,10,2,0,0
RPRC006721,1,0,0,0
RPRC006720,1,1,0,0
RPRC006719,1,2,0,0
RPRC017654,0,0,0,0
RPRC006716,2,4,45,13
RPRC017653,0,0,0,0
RPRC006622,0,0,0,0
RPRC006619,0,1,0,0
RPRC006617,0,1,0,0
RPRC006613,3,7,3,6
RPRC006532,1049,827,274,233
RPRC006538,686,487,511,370
RPRC006535,39,12,4,9
RPRC010911,21,12,3,16
RPRC012502,0,0,0,0
RPRC014543,0,0,0,0
RPRC011534,0,0,0,0
RPRC003062,0,0,0,0
RPRC011320,368,272,405,226
RPRC006308,750,579,709,541
RPRC006370,9,8,2,3
RPRC006369,12,12,6,4
RPRC004157,0,0,0,0
RPRC004156,0,0,0,0
RPRC017150,0,0,0,0
RPRC009011,107,64,24,21
RPRC009004,2188,119,42,43
RPRC001297,51,77,12,12
RPRC009002,4275,3216,1439,1035
RPRC009009,3255,2484,1277,964
RPRC009008,153,171,66,74
