gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts,Rep1_CondA_CPM,Rep2_CondA_CPM,Rep1_CondB_CPM,Rep2_CondB_CPM
RPRC010619,14,10,2,1,0.70,0.72,0.25,0.17
RPRC010404,1766,1251,669,482,87.84,90.58,83.71,81.99
RPRC010617,16,5,6,3,0.80,0.36,0.75,0.51
RPRC010402,296,162,184,126,14.72,11.73,23.02,21.43
RPRC001829,992,576,851,476,49.34,41.70,106.48,80.97
RPRC010392,179,179,17,23,8.90,12.96,2.13,3.91
RPRC010582,930,683,304,208,46.26,49.45,38.04,35.38
RPRC014942,19,6,3,3,0.95,0.43,0.38,0.51
RPRC000156,0,1,1,3,0.00,0.07,0.13,0.51
RPRC014853,1555,942,728,451,77.35,68.20,91.09,76.72
RPRC014849,152,106,52,29,7.56,7.67,6.51,4.93
RPRC014847,547,350,411,306,27.21,25.34,51.43,52.05
RPRC001830,955,734,76,68,47.50,53.14,9.51,11.57
RPRC014941,1410,1006,533,305,70.13,72.84,66.69,51.88
RPRC014845,13971,8270,1754,1921,694.93,598.77,219.47,326.77
RPRC014855,2807,2124,1088,852,139.62,153.78,136.13,144.93
RPRC014857,718,496,341,272,35.71,35.91,42.67,46.27
RPRC014858,1841,1411,1042,794,91.57,102.16,130.38,135.06
RPRC014859,2012,1569,911,723,100.08,113.60,113.99,122.99
RPRC014860,1211,948,396,333,60.24,68.64,49.55,56.65
RPRC014939,69,61,14,13,3.43,4.42,1.75,2.21
RPRC014806,2750,1667,875,576,136.79,120.70,109.48,97.98
RPRC016368,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014880,939,851,711,477,46.71,61.62,88.96,81.14
RPRC014896,3559,2613,1547,1155,177.03,189.19,193.56,196.47
RPRC014798,6178,3950,1610,1372,307.30,285.99,201.45,233.38
RPRC014929,625,472,307,235,31.09,34.17,38.41,39.97
RPRC014928,416,357,111,96,20.69,25.85,13.89,16.33
RPRC014797,571,452,146,136,28.40,32.73,18.27,23.13
RPRC000296,52,35,5,4,2.59,2.53,0.63,0.68
RPRC014924,969,626,212,141,48.20,45.32,26.53,23.98
RPRC014925,23,21,1,0,1.14,1.52,0.13,0.00
RPRC014926,766,589,517,328,38.10,42.65,64.69,55.79
RPRC014927,4,6,0,0,0.20,0.43,0.00,0.00
RPRC008634,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006291,268,209,166,138,13.33,15.13,20.77,23.47
RPRC003136,1,0,2,0,0.05,0.00,0.25,0.00
RPRC012818,5,0,3,1,0.25,0.00,0.38,0.17
RPRC010818,21,16,0,0,1.04,1.16,0.00,0.00
RPRC004469,266,58,372,211,13.23,4.20,46.55,35.89
RPRC002275,509,143,622,383,25.32,10.35,77.83,65.15
RPRC002587,1399,915,1099,611,69.59,66.25,137.51,103.93
RPRC002586,757,626,241,163,37.65,45.32,30.15,27.73
RPRC002582,1054,816,522,347,52.43,59.08,65.31,59.03
RPRC010380,21,18,2,0,1.04,1.30,0.25,0.00
RPRC002322,32,25,4,5,1.59,1.81,0.50,0.85
RPRC002314,20,15,10,2,0.99,1.09,1.25,0.34
RPRC001193,14,2,10,10,0.70,0.14,1.25,1.70
RPRC002313,225,101,81,56,11.19,7.31,10.13,9.53
RPRC002315,5053,4036,987,829,251.34,292.22,123.50,141.02
RPRC002318,766,536,362,235,38.10,38.81,45.29,39.97
RPRC002319,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006174,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009756,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017379,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012609,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000241,0,1,0,1,0.00,0.07,0.00,0.17
RPRC016506,0,1,0,0,0.00,0.07,0.00,0.00
RPRC017649,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010846,1313,904,618,433,65.31,65.45,77.33,73.66
RPRC010845,1352,927,457,337,67.25,67.12,57.18,57.33
RPRC010764,678,477,399,269,33.72,34.54,49.92,45.76
RPRC010844,0,1,0,0,0.00,0.07,0.00,0.00
RPRC010843,306,215,349,225,15.22,15.57,43.67,38.27
RPRC010841,599,436,772,554,29.79,31.57,96.59,94.24
RPRC010765,449,344,130,89,22.33,24.91,16.27,15.14
RPRC010840,113,77,16,17,5.62,5.58,2.00,2.89
RPRC010836,1439,1169,195,247,71.58,84.64,24.40,42.02
RPRC010827,176,134,237,123,8.75,9.70,29.65,20.92
RPRC010823,1303,1013,550,399,64.81,73.34,68.82,67.87
RPRC010768,441,293,672,565,21.94,21.21,84.08,96.11
RPRC011335,494,361,416,335,24.57,26.14,52.05,56.99
RPRC011369,88,100,12,21,4.38,7.24,1.50,3.57
RPRC011484,2460,1807,862,635,122.36,130.83,107.86,108.02
RPRC011413,447,296,112,81,22.23,21.43,14.01,13.78
RPRC015527,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016971,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001179,32,23,31,4,1.59,1.67,3.88,0.68
RPRC011408,56,19,20,4,2.79,1.38,2.50,0.68
RPRC011334,450,473,6,10,22.38,34.25,0.75,1.70
RPRC011406,210,268,5,2,10.45,19.40,0.63,0.34
RPRC011404,88,110,3,2,4.38,7.96,0.38,0.34
RPRC011403,0,1,0,0,0.00,0.07,0.00,0.00
RPRC011400,9,11,1,3,0.45,0.80,0.13,0.51
RPRC001180,0,0,2,0,0.00,0.00,0.25,0.00
RPRC016022,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011397,572,411,281,200,28.45,29.76,35.16,34.02
RPRC011333,1368,928,1090,698,68.05,67.19,136.38,118.73
RPRC011395,554,388,405,253,27.56,28.09,50.67,43.04
RPRC011371,3,15,0,1,0.15,1.09,0.00,0.17
RPRC011332,669,438,713,473,33.28,31.71,89.21,80.46
RPRC011393,25,10,7,4,1.24,0.72,0.88,0.68
RPRC011391,4,2,2,0,0.20,0.14,0.25,0.00
RPRC011385,116,39,42,27,5.77,2.82,5.26,4.59
RPRC011384,41,16,17,22,2.04,1.16,2.13,3.74
RPRC011372,826,446,365,283,41.09,32.29,45.67,48.14
RPRC011328,1981,1168,996,694,98.54,84.57,124.62,118.05
RPRC011376,3671,2219,551,417,182.60,160.66,68.94,70.93
RPRC011381,2919,2223,942,623,145.19,160.95,117.87,105.98
RPRC011326,167,104,18,60,8.31,7.53,2.25,10.21
RPRC001181,4295,3053,873,695,213.64,221.05,109.23,118.22
RPRC013432,87,61,50,34,4.33,4.42,6.26,5.78
RPRC006564,1,0,0,0,0.05,0.00,0.00,0.00
RPRC012764,44,25,27,52,2.19,1.81,3.38,8.85
RPRC012810,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000517,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001314,3,11,6,6,0.15,0.80,0.75,1.02
RPRC009525,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009523,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001315,8,3,4,8,0.40,0.22,0.50,1.36
RPRC001316,2,0,2,5,0.10,0.00,0.25,0.85
RPRC011527,20,2,2,4,0.99,0.14,0.25,0.68
RPRC011460,6146,4591,1536,1065,305.71,332.40,192.19,181.16
RPRC011458,3134,1990,427,390,155.89,144.08,53.43,66.34
RPRC016852,0,1,1,0,0.00,0.07,0.13,0.00
RPRC011525,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001317,80,37,112,63,3.98,2.68,14.01,10.72
RPRC011524,21,6,5,8,1.04,0.43,0.63,1.36
RPRC001318,2008,862,2055,1241,99.88,62.41,257.13,211.10
RPRC017216,13,9,1,5,0.65,0.65,0.13,0.85
RPRC011523,597,324,466,247,29.70,23.46,58.31,42.02
RPRC011456,21998,13169,3287,3286,1094.20,953.48,411.28,558.97
RPRC011520,1135,771,467,367,56.46,55.82,58.43,62.43
RPRC011461,612,476,359,323,30.44,34.46,44.92,54.94
RPRC001319,731,582,624,345,36.36,42.14,78.08,58.69
RPRC001320,460,377,255,176,22.88,27.30,31.91,29.94
RPRC011499,1641,920,749,484,81.62,66.61,93.72,82.33
RPRC011392,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014028,332,248,189,171,16.51,17.96,23.65,29.09
RPRC013980,4,10,1,0,0.20,0.72,0.13,0.00
RPRC002202,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000634,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004383,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004381,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008881,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006412,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006411,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009039,10163,6514,3189,2252,505.51,471.63,399.02,383.08
RPRC004331,5515,4362,2831,1887,274.32,315.82,354.22,320.99
RPRC017239,2,0,0,0,0.10,0.00,0.00,0.00
RPRC017298,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017211,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017297,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017326,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017276,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004342,3,1,0,0,0.15,0.07,0.00,0.00
RPRC004330,1,0,0,0,0.05,0.00,0.00,0.00
RPRC010954,0,1,0,0,0.00,0.07,0.00,0.00
RPRC010956,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009386,586,378,383,203,29.15,27.37,47.92,34.53
RPRC009384,7093,4848,2136,1505,352.81,351.01,267.26,256.01
RPRC009388,125,76,85,61,6.22,5.50,10.64,10.38
RPRC007995,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006807,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000650,1546,1138,680,453,76.90,82.39,85.08,77.06
RPRC002617,625,459,224,168,31.09,33.23,28.03,28.58
RPRC002619,375,332,82,77,18.65,24.04,10.26,13.10
RPRC002616,361,282,76,142,17.96,20.42,9.51,24.15
RPRC002618,0,1,0,0,0.00,0.07,0.00,0.00
RPRC015831,1,0,0,0,0.05,0.00,0.00,0.00
RPRC011591,24,2,0,0,1.19,0.14,0.00,0.00
RPRC011485,1,0,0,0,0.05,0.00,0.00,0.00
RPRC011483,560,308,398,219,27.85,22.30,49.80,37.25
RPRC011490,5706,3982,2766,1960,283.82,288.31,346.09,333.41
RPRC011476,1965,1471,395,298,97.74,106.51,49.42,50.69
RPRC011488,1072,601,432,346,53.32,43.51,54.05,58.86
RPRC003166,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012160,1,0,0,0,0.05,0.00,0.00,0.00
RPRC003216,8,5,9,5,0.40,0.36,1.13,0.85
RPRC004404,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010825,4,3,6,2,0.20,0.22,0.75,0.34
RPRC015742,1,0,2,1,0.05,0.00,0.25,0.17
RPRC010824,130,67,593,376,6.47,4.85,74.20,63.96
RPRC011076,7296,5455,1215,837,362.91,394.96,152.02,142.38
RPRC011075,16034,11640,1641,1213,797.54,842.77,205.33,206.34
RPRC011080,230,165,260,139,11.44,11.95,32.53,23.64
RPRC000676,6413,4841,924,769,318.99,350.50,115.61,130.81
RPRC011079,92,94,27,17,4.58,6.81,3.38,2.89
RPRC002061,0,2,0,0,0.00,0.14,0.00,0.00
RPRC014219,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017172,44,15,18,17,2.19,1.09,2.25,2.89
RPRC007127,1313,805,413,262,65.31,58.28,51.68,44.57
RPRC007126,2942,1846,1089,845,146.34,133.66,136.26,143.74
RPRC005456,263,215,182,140,13.08,15.57,22.77,23.81
RPRC005129,1,0,0,0,0.05,0.00,0.00,0.00
RPRC005128,1,0,0,0,0.05,0.00,0.00,0.00
RPRC007669,13,6,5,2,0.65,0.43,0.63,0.34
RPRC009739,1,0,0,0,0.05,0.00,0.00,0.00
RPRC005513,0,0,1,0,0.00,0.00,0.13,0.00
RPRC006381,77,32,18,14,3.83,2.32,2.25,2.38
RPRC009234,341,196,166,142,16.96,14.19,20.77,24.15
RPRC009230,3204,2084,895,705,159.37,150.89,111.98,119.92
RPRC009232,10174,7915,4255,3189,506.06,573.07,532.40,542.47
RPRC009231,2,1,0,0,0.10,0.07,0.00,0.00
RPRC002148,16,9,14,28,0.80,0.65,1.75,4.76
RPRC002147,30,24,15,43,1.49,1.74,1.88,7.31
RPRC014734,2797,2269,1445,1132,139.12,164.28,180.80,192.56
RPRC001150,123,112,22,40,6.12,8.11,2.75,6.80
RPRC014631,3204,2521,664,538,159.37,182.53,83.08,91.52
RPRC014630,619,520,250,213,30.79,37.65,31.28,36.23
RPRC014730,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001151,608,442,278,212,30.24,32.00,34.78,36.06
RPRC014633,726,501,469,336,36.11,36.27,58.68,57.16
RPRC014717,811,460,795,605,40.34,33.31,99.47,102.91
RPRC014690,85,31,19,6,4.23,2.24,2.38,1.02
RPRC014639,646,411,367,207,32.13,29.76,45.92,35.21
RPRC014673,1345,925,928,681,66.90,66.97,116.11,115.84
RPRC001152,343,212,38,39,17.06,15.35,4.75,6.63
RPRC014672,347,217,247,179,17.26,15.71,30.91,30.45
RPRC014649,17784,12072,4291,3552,884.59,874.05,536.90,604.21
RPRC014648,3377,2449,1236,862,167.97,177.32,154.65,146.63
RPRC014647,0,1,0,0,0.00,0.07,0.00,0.00
RPRC014629,724,551,162,137,36.01,39.89,20.27,23.30
RPRC014626,2236,1605,624,470,111.22,116.21,78.08,79.95
RPRC014615,1550,922,512,346,77.10,66.76,64.06,58.86
RPRC014646,1018,711,477,298,50.64,51.48,59.68,50.69
RPRC000727,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011893,5,1,0,0,0.25,0.07,0.00,0.00
RPRC006178,3,3,1,0,0.15,0.22,0.13,0.00
RPRC004738,12,4,1,1,0.60,0.29,0.13,0.17
RPRC004763,1951,1497,868,664,97.04,108.39,108.61,112.95
RPRC004739,219,181,57,200,10.89,13.10,7.13,34.02
RPRC004740,152,148,36,168,7.56,10.72,4.50,28.58
RPRC004741,2563,3451,1980,2192,127.49,249.86,247.74,372.87
RPRC015510,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013869,1412,1104,1091,764,70.23,79.93,136.51,129.96
RPRC013871,5508,4128,4392,2508,273.97,298.88,549.54,426.62
RPRC013806,3,2,0,0,0.15,0.14,0.00,0.00
RPRC013222,0,1,0,0,0.00,0.07,0.00,0.00
RPRC013219,1,7,0,0,0.05,0.51,0.00,0.00
RPRC017327,0,0,1,0,0.00,0.00,0.13,0.00
RPRC017217,0,1,0,0,0.00,0.07,0.00,0.00
RPRC013212,17,8,1,1,0.85,0.58,0.13,0.17
RPRC013054,725,596,257,181,36.06,43.15,32.16,30.79
RPRC013209,10,7,9,7,0.50,0.51,1.13,1.19
RPRC013173,29,23,18,8,1.44,1.67,2.25,1.36
RPRC013179,33,1,0,0,1.64,0.07,0.00,0.00
RPRC013177,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015459,962,612,470,270,47.85,44.31,58.81,45.93
RPRC015460,11,19,6,1,0.55,1.38,0.75,0.17
RPRC002084,3796,3154,1219,814,188.82,228.36,152.52,138.47
RPRC015461,1084,783,259,221,53.92,56.69,32.41,37.59
RPRC015462,331,295,157,96,16.46,21.36,19.64,16.33
RPRC009454,1677,1259,465,315,83.42,91.16,58.18,53.58
RPRC009360,1747,1204,677,631,86.90,87.17,84.71,107.34
RPRC009453,5006,3340,1405,1101,249.00,241.83,175.80,187.29
RPRC000271,9,9,2,3,0.45,0.65,0.25,0.51
RPRC009363,2,0,0,0,0.10,0.00,0.00,0.00
RPRC009450,787,495,292,238,39.15,35.84,36.54,40.49
RPRC009365,2219,1642,1117,729,110.37,118.89,139.76,124.01
RPRC009448,4,2,0,0,0.20,0.14,0.00,0.00
RPRC009380,489,348,516,343,24.32,25.20,64.56,58.35
RPRC009358,1763,1260,361,277,87.69,91.23,45.17,47.12
RPRC004256,5,4,3,1,0.25,0.29,0.38,0.17
RPRC000648,18,15,18,8,0.90,1.09,2.25,1.36
RPRC014335,21,4,0,0,1.04,0.29,0.00,0.00
RPRC002333,5,1,2,0,0.25,0.07,0.25,0.00
RPRC006777,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012558,21,16,11,26,1.04,1.16,1.38,4.42
RPRC006365,34,25,14,7,1.69,1.81,1.75,1.19
RPRC014519,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014188,747,681,1232,764,37.16,49.31,154.15,129.96
RPRC016416,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011877,5,5,0,2,0.25,0.36,0.00,0.34
RPRC012739,0,5,0,0,0.00,0.36,0.00,0.00
RPRC009136,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006632,4,1,0,0,0.20,0.07,0.00,0.00
RPRC006751,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006732,16,20,14,5,0.80,1.45,1.75,0.85
RPRC017336,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006731,1339,1088,382,307,66.60,78.77,47.80,52.22
RPRC001585,488,321,170,126,24.27,23.24,21.27,21.43
RPRC001586,280,170,61,67,13.93,12.31,7.63,11.40
RPRC006713,6,3,0,1,0.30,0.22,0.00,0.17
RPRC006631,2595,2357,511,400,129.08,170.65,63.94,68.04
RPRC006727,7924,5897,981,871,394.15,426.96,122.75,148.16
RPRC006723,8,5,2,0,0.40,0.36,0.25,0.00
RPRC000550,10,2,0,0,0.50,0.14,0.00,0.00
RPRC006721,1,0,0,0,0.05,0.00,0.00,0.00
RPRC006720,1,1,0,0,0.05,0.07,0.00,0.00
RPRC006719,1,2,0,0,0.05,0.14,0.00,0.00
RPRC017654,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006716,2,4,45,13,0.10,0.29,5.63,2.21
RPRC017653,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006622,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006619,0,1,0,0,0.00,0.07,0.00,0.00
RPRC006617,0,1,0,0,0.00,0.07,0.00,0.00
RPRC006613,3,7,3,6,0.15,0.51,0.38,1.02
RPRC006532,1049,827,274,233,52.18,59.88,34.28,39.63
RPRC006538,686,487,511,370,34.12,35.26,63.94,62.94
RPRC006535,39,12,4,9,1.94,0.87,0.50,1.53
RPRC010911,21,12,3,16,1.04,0.87,0.38,2.72
RPRC012502,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014543,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011534,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003062,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011320,368,272,405,226,18.30,19.69,50.67,38.44
RPRC006308,750,579,709,541,37.31,41.92,88.71,92.03
RPRC006370,9,8,2,3,0.45,0.58,0.25,0.51
RPRC006369,12,12,6,4,0.60,0.87,0.75,0.68
RPRC004157,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004156,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017150,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009011,107,64,24,21,5.32,4.63,3.00,3.57
RPRC009004,2188,119,42,43,108.83,8.62,5.26,7.31
RPRC001297,51,77,12,12,2.54,5.58,1.50,2.04
RPRC009002,4275,3216,1439,1035,212.64,232.85,180.05,176.06
RPRC009009,3255,2484,1277,964,161.91,179.85,159.78,163.98
RPRC009008,153,171,66,74,7.61,12.38,8.26,12.59
RPRC009007,152,116,71,41,7.56,8.40,8.88,6.97
RPRC009006,2,4,1,0,0.10,0.29,0.13,0.00
RPRC009005,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001298,129,111,72,38,6.42,8.04,9.01,6.46
RPRC008418,10,3,5,2,0.50,0.22,0.63,0.34
RPRC008416,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008372,4130,2792,1333,2102,205.43,202.15,166.79,357.56
RPRC008397,38,38,2,5,1.89,2.75,0.25,0.85
RPRC008381,3477,2146,2176,1536,172.95,155.38,272.27,261.28
RPRC008371,7762,5052,3130,2152,386.09,365.78,391.63,366.07
RPRC008378,3165,2339,1659,1125,157.43,169.35,207.58,191.37
RPRC008377,12,5,5,4,0.60,0.36,0.63,0.68
RPRC008374,23,20,8,8,1.14,1.45,1.00,1.36
RPRC008375,1,0,0,0,0.05,0.00,0.00,0.00
RPRC006423,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000074,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000023,0,1,0,0,0.00,0.07,0.00,0.00
RPRC000017,3,1,0,0,0.15,0.07,0.00,0.00
RPRC000024,6,3,0,0,0.30,0.22,0.00,0.00
RPRC008386,0,0,1,1,0.00,0.00,0.13,0.17
RPRC008289,916,499,787,744,45.56,36.13,98.47,126.56
RPRC008385,286,174,302,264,14.23,12.60,37.79,44.91
RPRC008384,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000258,58,9,31,94,2.88,0.65,3.88,15.99
RPRC008339,48,36,7,13,2.39,2.61,0.88,2.21
RPRC017499,4,4,1,0,0.20,0.29,0.13,0.00
RPRC001169,3058,2589,551,427,152.11,187.45,68.94,72.63
RPRC008288,3491,2563,1147,839,173.64,185.57,143.52,142.72
RPRC008334,4477,3461,1821,1417,222.69,250.59,227.85,241.04
RPRC008330,466,373,300,181,23.18,27.01,37.54,30.79
RPRC008290,2178,1338,1660,1336,108.34,96.88,207.70,227.26
RPRC008307,1009,700,248,206,50.19,50.68,31.03,35.04
RPRC008310,150,108,79,55,7.46,7.82,9.88,9.36
RPRC008311,169,113,60,51,8.41,8.18,7.51,8.68
RPRC008327,2371,1664,28,34,117.94,120.48,3.50,5.78
RPRC008314,3557,2335,1520,1207,176.93,169.06,190.19,205.32
RPRC008286,1540,1163,403,298,76.60,84.20,50.42,50.69
RPRC008281,353,266,25,42,17.56,19.26,3.13,7.14
RPRC008280,5707,4203,2827,1824,283.87,304.31,353.72,310.27
RPRC008313,823,547,253,199,40.94,39.60,31.66,33.85
RPRC008278,6927,4710,2574,1791,344.55,341.02,322.07,304.66
RPRC001170,436,339,264,179,21.69,24.54,33.03,30.45
RPRC008276,6,4,0,0,0.30,0.29,0.00,0.00
RPRC014195,348,306,69,69,17.31,22.16,8.63,11.74
RPRC014194,893,614,368,261,44.42,44.46,46.05,44.40
RPRC004184,7,6,27,13,0.35,0.43,3.38,2.21
RPRC010595,0,0,0,0,0.00,0.00,0.00,0.00
RPRC017443,1,1,0,0,0.05,0.07,0.00,0.00
RPRC010590,37,25,21,12,1.84,1.81,2.63,2.04
RPRC010589,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010587,0,1,0,0,0.00,0.07,0.00,0.00
RPRC004084,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015009,337,251,299,245,16.76,18.17,37.41,41.68
RPRC015013,15,4,9,10,0.75,0.29,1.13,1.70
RPRC000197,1,0,2,2,0.05,0.00,0.25,0.34
RPRC015007,6,3,57,17,0.30,0.22,7.13,2.89
RPRC015006,99,8,1181,722,4.92,0.58,147.77,122.82
RPRC000338,1,0,0,0,0.05,0.00,0.00,0.00
RPRC015012,3,0,0,0,0.15,0.00,0.00,0.00
RPRC015011,0,0,0,0,0.00,0.00,0.00,0.00
RPRC001580,35,61,15,37,1.74,4.42,1.88,6.29
RPRC007283,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007281,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007243,1045,916,118,121,51.98,66.32,14.76,20.58
RPRC007229,1694,1286,458,324,84.26,93.11,57.31,55.11
RPRC007280,0,3,1,1,0.00,0.22,0.13,0.17
RPRC007279,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007255,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007278,805,588,668,471,40.04,42.57,83.58,80.12
RPRC007225,235,156,151,143,11.69,11.29,18.89,24.33
RPRC007256,180,104,144,99,8.95,7.53,18.02,16.84
RPRC007258,5117,3998,2566,1890,254.52,289.47,321.06,321.50
RPRC007276,1528,1190,639,422,76.00,86.16,79.95,71.78
RPRC001581,1181,828,327,285,58.74,59.95,40.92,48.48
RPRC014282,1,1,1,1,0.05,0.07,0.13,0.17
RPRC014283,0,0,2,0,0.00,0.00,0.25,0.00
RPRC014289,4,5,1,1,0.20,0.36,0.13,0.17
RPRC014287,1,0,0,0,0.05,0.00,0.00,0.00
RPRC017419,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014284,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014280,0,0,0,1,0.00,0.00,0.00,0.17
RPRC014285,15,8,6,17,0.75,0.58,0.75,2.89
RPRC014286,6,7,1,2,0.30,0.51,0.13,0.34
RPRC001582,878,631,156,127,43.67,45.69,19.52,21.60
RPRC012582,3181,2085,1896,1312,158.23,150.96,237.23,223.18
RPRC012706,18,12,2,0,0.90,0.87,0.25,0.00
RPRC012604,496,428,176,169,24.67,30.99,22.02,28.75
RPRC017403,5,11,0,0,0.25,0.80,0.00,0.00
RPRC006218,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012461,189,136,160,97,9.40,9.85,20.02,16.50
RPRC003353,100,81,27,1,4.97,5.86,3.38,0.17
RPRC004432,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004435,0,0,1,0,0.00,0.00,0.13,0.00
RPRC004459,457,285,268,213,22.73,20.63,33.53,36.23
RPRC014109,1,0,0,0,0.05,0.00,0.00,0.00
RPRC014118,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000959,1176,692,480,361,58.50,50.10,60.06,61.41
RPRC014117,465,368,82,63,23.13,26.64,10.26,10.72
RPRC014116,2316,1757,777,547,115.20,127.21,97.22,93.05
RPRC014111,337,233,144,116,16.76,16.87,18.02,19.73
RPRC000960,182,141,61,61,9.05,10.21,7.63,10.38
RPRC014115,1407,994,819,506,69.99,71.97,102.48,86.07
RPRC014113,1,1,0,0,0.05,0.07,0.00,0.00
RPRC014449,1,1,0,0,0.05,0.07,0.00,0.00
RPRC014436,31170,18813,5610,5305,1550.42,1362.12,701.94,902.41
RPRC014435,399,287,129,107,19.85,20.78,16.14,18.20
RPRC014434,1707,1421,891,721,84.91,102.88,111.48,122.65
RPRC014448,143,102,36,30,7.11,7.39,4.50,5.10
RPRC014446,357,232,254,145,17.76,16.80,31.78,24.67
RPRC014440,3,4,1,0,0.15,0.29,0.13,0.00
RPRC014444,4,3,1,0,0.20,0.22,0.13,0.00
RPRC014442,597,355,277,189,29.70,25.70,34.66,32.15
RPRC009323,3,2,0,0,0.15,0.14,0.00,0.00
RPRC009324,3131,2123,1514,1077,155.74,153.71,189.44,183.20
RPRC009300,26633,15636,10304,9315,1324.74,1132.10,1289.26,1584.53
RPRC007897,878,536,182,188,43.67,38.81,22.77,31.98
RPRC007895,1309,963,689,480,65.11,69.72,86.21,81.65
RPRC007937,1143,876,612,416,56.85,63.43,76.58,70.76
RPRC007899,8232,5599,3362,2603,409.47,405.39,420.66,442.78
RPRC007922,1652,1108,765,569,82.17,80.22,95.72,96.79
RPRC003056,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009120,1,1,1,0,0.05,0.07,0.13,0.00
RPRC016276,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014215,41,31,78,33,2.04,2.24,9.76,5.61
RPRC013943,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016565,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004906,360,251,65,50,17.91,18.17,8.13,8.51
RPRC004883,3370,1008,356,852,167.63,72.98,44.54,144.93
RPRC004904,1,0,0,0,0.05,0.00,0.00,0.00
RPRC004841,294,153,249,167,14.62,11.08,31.16,28.41
